,filename,content
344,249104436-House-Rental-Agreement,It is agreed that all dirt holes tears bums and stains of any size or amount in the carpets
345,249104436-House-Rental-Agreement,drapes walls fixtures and/or
346,249104436-House-Rental-Agreement,any other part of the premises do not constitute reasonable wear and tear 10 ALTERATIONS RESIDENT shall not paint wallpaper alter or redecorate change or install locks install
347,249104436-House-Rental-Agreement,antenna or other equipment screws fastening devices large nails or adhesive materials place signs displays or other exhibits on or in any portion of the premises without the written consent of the OWNER except as may be provided by law 11 PROPERTY MAINTENANCE RESIDENT
348,249104436-House-Rental-Agreement,shall deposit all garbage and waste in a clean and sanitary manner into the proper receptacles and shall cooperate in keeping the garbage area
349,249104436-House-Rental-Agreement,neat and clean RESIDENT shall be responsible for disposing of items of such size and nature as are not normally acceptable by the garbage hauler RESIDENT shall be responsible for keeping the kitchen and bathroom drains free of things that may tend to cause clogging of the drains RESIDENT shall pay for the cleaning out of any plumbing fixture that may need to be cleared of stoppage and for the expense or damage caused by stopping of waste pipes or overflow from bathtubs wash basins or sinks 12 CHANGE OF TERMS
350,249104436-House-Rental-Agreement,The terms and conditions of this agreement are subject to future change by OWNER after the expiration of the agreed lease period upon 30-day written notice setting forth such change and delivered to RESIDENT
351,249104436-House-Rental-Agreement,Any changes are subject to laws in existence at the time of the Notice of Change Of Terms 13 TERMINATION After expiration of the leasing period this agreement is automatically renewed from month to month but may be terminated by either party giving to the other a 3 0-day written notice of intention to terminate Where laws require just cause
352,249104436-House-Rental-Agreement,such just cause shall be so stated on said
353,249104436-House-Rental-Agreement,notice The premises shall be considered vacated only after all areas including storage areas are clear of all RESIDENT S belongings and keys and other property furnished for RESIDENT S use are returned to OWNER
354,249104436-House-Rental-Agreement,Should the RESIDENT hold over beyond the termination date or fail to vacate all possessions on or before the termination date RESIDENT shall be liable for additional rent and damages which may include damages due to OWNER S loss of prospective new renters
355,249104436-House-Rental-Agreement,14 POSSESSION
356,249104436-House-Rental-Agreement,If OWNER is unable to deliver possession of the residence to RESIDENTS on the agreed date because of the loss or destruction of the residence or because of the failure of the prior residents to vacate or for any other reason the RESIDENT and/or OWNER may immediately cancel and terminate this agreement upon written notice to the other party at their last known address whereupon neither party shall have liability to the other and any sums paid under this Agreement shall be refunded in full If neither party cancels this Agreement shall be prorated and begin on the date of actual possession
357,249104436-House-Rental-Agreement,15 INSURANCE RESIDENT acknowledges that OWNERS insurance does not cover personal property damage caused by fire theft rain war acts of God acts of others and/or any other causes nor shall OWNER be held liable for such losses
358,249104436-House-Rental-Agreement,RESIDENT is hereby advised to obtain his own insurance policy to cover any personal losses 16 RIGHT OF ENTRY AND INSPECTION OWNER may enter inspect and/or repair the premises at any time in case of emergency or suspected abandonment OWNER
359,249104436-House-Rental-Agreement,shall give 24 hours advance notice and may enter for the purpose of showing the premises during normal business hours to prospective renters buyers lenders for smoke alarm inspections and/or for normal inspections and repairs OWNER is permitted to make all alterations repairs and maintenance that in OWNER S judgment is necessary to perform 17 ASSIGNMENT RESIDENT agrees not to transfer assign or sublet the premises or any part thereof
360,249104436-House-Rental-Agreement,18 PARTIAL INVALIDITY
361,249104436-House-Rental-Agreement,Nothing contained in this Agreement shall be construed as waiving any of the OWNER S or RESIDENT S rights under the law
362,249104436-House-Rental-Agreement,If any part of this Agreement shall be in conflict with the law that part shall be void to the extent that it is in conflict but shall not invalidate this Agreement nor shall it affect the validity or enforceability of any other provision of this Agreement 19
363,249104436-House-Rental-Agreement,NO WAIVER OWNER S acceptance of rent with knowledge of any default by RESIDENT or waiver by OWNER of any breach of any term of this Agreement shall not constitute a waiver of subsequent breaches Failure to require compliance or to exercise any right shall not be constituted as a waiver by OWNER of said term condition and/or right and shall not affect the validity or enforceability of any provision of this Agreement 20 ATTORNEY FEES
364,249104436-House-Rental-Agreement,If any legal action or proceedings be brought by either party of this Agreement
365,249104436-House-Rental-Agreement,the prevailing party shall be reimbursed for all reasonable attorney s fees and costs in addition to other damages awarded 21 JOINTLY AND SEVERALLY The undersigned RESIDENTS are jointly and severally responsible and liable for all obligations under this agreement 22 REPORT TO CREDIT/TENANT AGENCIES
366,249104436-House-Rental-Agreement,You are hereby notified that a nonpayment late payment or breach of any of the terms of this rental agreement may be submitted/
367,249104436-House-Rental-Agreement,reported to a credit and/or tenant reporting agency and may create a negative credit record on your credit report 23 NOTICES
368,249104436-House-Rental-Agreement,All notices to RESIDENT shall be served at RESIDENT S premises and all notices to OWNER shall be served at NO 343 Jalan Baru Kg Benoni 89607 Papar 24 INVENTORY
369,249104436-House-Rental-Agreement,The premises contains the following items that the RESIDENT may use a Water Pump b Water Heater c House Alarm d
370,249104436-House-Rental-Agreement,Water Tank 25 KEYS AND ADDDENDUMS RESIDENT acknowledges receipt of the Keys and House Alarm Remote 1 which shall be deemed part of this Agreement 26
371,249104436-House-Rental-Agreement,ENTIRE AGREEMENT
372,249104436-House-Rental-Agreement,This Agreement constitutes the entire Agreement between OWNER and RESIDENT
373,249104436-House-Rental-Agreement,No oral agreements have been entered into and all modifications or notices shall be in writing to be valid 27 OWNER S SIGNATURE RECEIPT OF AGREEMENT
374,249104436-House-Rental-Agreement,The undersigned RESIDENTS have read and understand this Agreement and hereby acknowledge receipt of a copy of this Rental Agreement MOHD KHAIRUN BIN ZAKARIASUHAIMI AG AMAN G21786790728 12
375,249104436-House-Rental-Agreement,5105 OWNER S SIGNATURE WITNESS S SIGNATURE
376,249104436-House-Rental-Agreement,NOOR AZEENAH MICHAEL 810806-12-5182
377,251798216-Rental-Agreement-Format1,Lesconcierges Help Desk Lesconcierges Help Desk For rental agreement request take only the details as mentioned below Note Request you to fill the details in capital letters and these all details are mandatory 1 Request number and Desk Name
378,251798216-Rental-Agreement-Format1,2 Value of stamp paper 20 or 50 or 100 or 200 3 Commencing date of agreement 01-04-2014 4
379,251798216-Rental-Agreement-Format1,Monthly Rent amount EIGHT THOUSAND ONLY 5 Security Deposit or advance amount FIFTY THOUSAND
380,251798216-Rental-Agreement-Format1,ONLY 6 Owner NAME and Address SHIVANAND
381,251798216-Rental-Agreement-Format1,NO 17 6th MAIN 2nd
382,251798216-Rental-Agreement-Format1,CROSS VINAYAKA LAYOUT CHINNAPANNAHALLI MARATHAHALLI BANGALORE- 560037 7 Tenant NAME and Address VIVEK CHANDRA MALLIK 1st
383,251798216-Rental-Agreement-Format1,FLOOR
384,251798216-Rental-Agreement-Format1,NO 17 6th MAIN 2nd CROSS VINAYAKA LAYOUT CHINNAPANNAHLLI MARATHAHALLI BANGALORE-560037
385,251798216-Rental-Agreement-Format1,8 Property address address of which place
386,251798216-Rental-Agreement-Format1,you are going to stay/use for rent
387,251798216-Rental-Agreement-Format1,1st FLOOR
388,251798216-Rental-Agreement-Format1,NO 17 6th MAIN 2nd CROSS VINAYAKA LAYOUT CHINNAPANNAHLLI MARATHAHALLI BANGALORE-560037 9 Along with Fittings and Fixtures Fans -2No s
389,251798216-Rental-Agreement-Format1,Tube lights -2
390,251798216-Rental-Agreement-Format1,No s
391,251798216-Rental-Agreement-Format1,Bedrooms -2
392,251798216-Rental-Agreement-Format1,No s Geyser 0
393,251798216-Rental-Agreement-Format1,No s
394,251798216-Rental-Agreement-Format1,Attached bathroom toilet
395,251798216-Rental-Agreement-Format1,Yes Cost Total charges 200/- for stamp paper of 20/- 250/- For stamp paper ofRs 50/- and 300/- for stamp paper of 100/- TAT 2working days
396,251798216-Rental-Agreement-Format1,Note Stamp paper value will be depends on security or advance amount
397,251798216-Rental-Agreement-Format1,For eg If the advance below 20 000/- then 20 rupees stamp paper is required If it is above 20 000 to below 50 000 then 50/- rupees stamp paper is required if it above 50 000
398,251798216-Rental-Agreement-Format1,the 100/- stamp paper is required
399,251798216-Rental-Agreement-Format1,Signature of Customer/Applicant
400,267005869-Rental-Tenant,RENTAL PROPERTY RULES OF CONDUCT Tenancy Agreement Perjanjian Kontrak Penyewa Parties
401,267005869-Rental-Tenant,THE AGREEMENT IS MADE IN DUPLICATE BETWEEN NEOH GUATWAH the Landlord and the assistant CLEMENT NG CONTACT NO 0126030570 AND the Tenant NOR AID
402,267005869-Rental-Tenant,A BINTI MOHD AZHARI OF IC
403,267005869-Rental-Tenant,NO 820416-015972 Premises THE PARTIES AGREE THAT the Landlord will rent to the Tenant and the Tenant will rent from the Landlord the following residential premises NO 4 JALAN CHENG PERDANA 1/3 TAMAN CHENG PERDANA 75250 MELAKA Contract Period
404,267005869-Rental-Tenant,The tenancy is to begin on 1st JANUARY 2014 and is RENEWAL
405,267005869-Rental-Tenant,EVERY YEAR Minimum contract period is 1 Year TERMS
406,267005869-Rental-Tenant,The tenant agrees to pay in advance of TWO MONTHS months of RM750 per month by 25 DECEMBER 2013
407,267005869-Rental-Tenant,This agreement shall commence on 1st JANUARY 2014
408,267005869-Rental-Tenant,If the tenant should move from the premises prior to the expiration of this time period he shall be liable for all rent due until such time that the tenant is occupied by an OWNER approved paying tenant and/or expiration of said time period whichever is shorter For the TWO MONTHS deposit 1 Month will be used for booking and paid for the month of JANUARY 2014
409,267005869-Rental-Tenant,1 bulan bayar untuk booking pada bulan Januari 2014
410,267005869-Rental-Tenant,-1
411,267005869-Rental-Tenant,Month will be used for the notice on the last month of stay 1 bulcin untuk notis pada bulan terakhir Amount Received For
412,267005869-Rental-Tenant,Deposit RM750x2 RM1500 i
413,267005869-Rental-Tenant,RM300
414,267005869-Rental-Tenant,RM1S00 2 bulan deposit deposit Utiliti PAYMENTS Rent and/or
415,267005869-Rental-Tenant,other charges are to be paid Oil every first week of every month
416,267005869-Rental-Tenant,All payments are to be made by cheque or cash or credit to the banking account
417,267005869-Rental-Tenant,Pembayaran sewa mesti dibuat pada minggu pertama setiap bulan UTILITIES Tenant agrees to pay all utilities Water Electricity Indah Water and Telephone Bills A deposit of RM300 is required for Utilities and will be returned to tenant if all the utility bills are cleared RENTAL PROPERTY RULES OF CONDUCT
418,267005869-Rental-Tenant,This addendum to the rental agreement executed between the parties contains additional rules and regulations intended to help secure the comfort and safety of residents and their neighbours ALTERATIONS Tenant shall not make any alterations to the premises including but not limited to installing aerials lighting fixtures washing machines dryers or other items without first obtaining written permission from Landlord
419,267005869-Rental-Tenant,provided however that notwithstanding such consent all alterations including items affixed to the premises shall become the property of the Lessor upon termination of the lease Any article attached to the woodwork walls floors or ceilings shall be the sole responsibility of Tenant Tenant
420,267005869-Rental-Tenant,shall be liable for any repairs necessary during or after residency to restore premises to the original condition Glue or tape shall not be used to affix pictures or decorations Penyewa tidak dibenarkan mengetuk atau memaku pada mana mana dinding rumah kecuali mendapat kebenaran daripada tuan rumah Tenant shall not change or install locks paint or wallpaper
421,267005869-Rental-Tenant,said premises without Landlord s prior written consent Tenant shall not place placards signs or other exhibits in a window or any other place where they can be viewed by other residents or by
422,267005869-Rental-Tenant,the general public ANIMALS Birds dogs cats reptiles or other animals will not be permitted in the premises at any time
423,267005869-Rental-Tenant,Segala binatang kesayangan seperti kucing anjing burung dan arnab tidak dibenarkan dalam premis pada bila-bila masa ANTENNAS
424,267005869-Rental-Tenant,Any antenna or satellite dish placed on or attached on the roof or exterior walls of the building without consent of the property owner in writing is liable to removal without notice BALCONY Balcony is not intended for storage Bicycles and furniture
425,267005869-Rental-Tenant,are the only items that may be placed or stored Other personal items including but not limited to boxes and general clutter must be stored elsewhere or disposed of properly CLEANING AND DAMAGE DEPOSIT Cleaning charge may be deducted if the rental property is not returned clean including appliances and carpet Other necessary repair painting or damage charges may be deducted from the deposit
426,267005869-Rental-Tenant,Rumah sewa mesti dikembalikan dengan bersih dan sempurna seperti pada asal Segala pembayaran untuk pembaikan atau kerosakan akan ditolak daripada deposit COMBUSTIBLE AND PROHIBITED SUBSTANCES
427,267005869-Rental-Tenant,Any flammable combustible or explosive fluid material chemical or substance is strictly prohibited No smoking is allowed in unit or in shared areas of property
428,267005869-Rental-Tenant,All doors must be locked during the absence of Tenant All appliances except refrigerators must be turned off before leaving the unit
429,267005869-Rental-Tenant,The use of charcoal barbecues is prohibited Candles may not be burned in bedrooms Candles used in common areas must be attended at all times
430,267005869-Rental-Tenant,Mana-mana bahan mudah terbakar atau bahan letupan cecair bahan kimia adalah dilarang Penggunaan arang
431,267005869-Rental-Tenant,adalah dilarang
432,267005869-Rental-Tenant,Lilin tidak boleh digunakan
433,267005869-Rental-Tenant,di dalam bilik tidur Lilin digunakan di
434,267005869-Rental-Tenant,kawasan yang
435,267005869-Rental-Tenant,lapang dan perlu dijagai pada setiap masa COURTESY
436,267005869-Rental-Tenant,Profane obscene loud or boisterous language or unseemly behavior and conduct are absolutely prohibited
437,267005869-Rental-Tenant,The tenant agrees to not permit to be done anything that will annoy harass embarrass or inconvenience any other tenants neighbors or occupants in adjoining premises DISTURBANCES
438,267005869-Rental-Tenant,At all times tenants shall not make or permit any disturbing noises in the building
439,267005869-Rental-Tenant,All musical instruments television sets stereos radios etc are to be played at a volume which will not disturb other persons
440,267005869-Rental-Tenant,Pada setiap masa penyewa
441,267005869-Rental-Tenant,tidak boleh membuat
442,267005869-Rental-Tenant,bunyi kuat yang boleh
443,267005869-Rental-Tenant,mengganggu orang lain
444,267005869-Rental-Tenant,atau jiran DRUG-FREE HOUSING Drug-related criminal activity will not be tolerated on or near the property whether on the part of the tenant any member of the household any guest or any other person Acts of violence or threats of violence including but not limited to brandishing weapons or the unlawful discharge of firearms on or near the property will not be tolerated
445,267005869-Rental-Tenant,The parties agree that violation of any or all of these provisions shall be a material violation of the lease and will be cause for immediate termination of the lease
446,267005869-Rental-Tenant,Aktiviti jenayah berkaitan dadah tidak dibanarkan sekali
447,267005869-Rental-Tenant,Tindakan keganasan atau ancaman keganasan tidak dibenarkan EXTERIOR
448,267005869-Rental-Tenant,Nothing shall be placed or kept on the outer sill or on the outside of any window and nothing shall be thrown out of any window door or from any porch into any attached yard sidewalk or alley
449,267005869-Rental-Tenant,No awnings or other projections shall be attached to the outside walls of the building and
450,267005869-Rental-Tenant,no blinds shades or screens shall be attached to or hung in or used in connection with any window or door of the demised premises without prior written consent of the property owner Garbage cans supplies or other articles shall not be placed in the halls or on the staircase landings nor shall anything be hung from the windows or balconies or placed upon the windowsills No linens clothing curtains rugs or mops shall be shaken or hung from any of the windows or doors
451,267005869-Rental-Tenant,GARBAGE
452,267005869-Rental-Tenant,No garbage or other refuse shall be stored or allowed to accumulate on the premises for extended periods of time No garbage
453,267005869-Rental-Tenant,shall he thrown out of windows doors or from any other part of the property
454,267005869-Rental-Tenant,All garbage and refuse shall be disposed of in a timely manner
455,267005869-Rental-Tenant,Garbage is to be placed inside the containers provided and lids should not be slammed
456,267005869-Rental-Tenant,No littering of papers cigarette butts or trash is allowed ILLEGAL ACTIVITY
457,267005869-Rental-Tenant,If the landlord observes any activity of a suspicious nature on the part of the tenant guests or family members of the tenant in the leased premises or any areas adjoining the premises the landlord shall inform the police and the activity may be cause for immediate termination of the lease
458,267005869-Rental-Tenant,Illegal activities on the premises will not be tolerated Any arrest of a tenant or guests of the tenant or suspicion of any illegal activity regardless of whether it results in a conviction
459,267005869-Rental-Tenant,may be cause for termination of tenancy KEYS Keys shall be provided upon payment of the first month s rent and security deposits and shall be deemed a part of this Agreement
460,267005869-Rental-Tenant,The tenant shall not change reproduce or add any keys and/or locks without the express prior permission of the property owner The tenant shall provide the property owner with copies of every key for the premises If the tenant shall lose the keys to the apartment
461,267005869-Rental-Tenant,then he shall be responsible for the cost of
462,267005869-Rental-Tenant,replacement keys or locksmith charges LIGHT BULBS
463,267005869-Rental-Tenant,Before occupancy of the rental property all light bulbs will be installed and in good working order
464,267005869-Rental-Tenant,Thereafter tenants are required to provide and change all bulbs within or switch controlled from their premises no matter where located at their own expense OCCUPANCY
465,267005869-Rental-Tenant,Only occupants listed on the application for tenancy and lease shall occupy the rental property
466,267005869-Rental-Tenant,Any deviation from this requirement will automatically terminate the lease/rental agreement
467,267005869-Rental-Tenant,Many a penghuni ahli-ahli keluarga boleh menduduki rumah sewa Tidak dibenarkan kediaman untuk pekerja-pekerja Penyewa tidak dibenarkan menyewa bilik kosong kepada orang lain atau sesiapa pun pada bila-bila masa RETURN OF PROPERTY Tenant agrees to return house without damages and in original condition Property owner reserves the right to periodically inspect tenant s house and if any damage has occurred tenant agrees to immediately vacate premises and the lease shall be terminated Pemilik rumah berhak untuk secara berkala memeriksa
468,267005869-Rental-Tenant,rumah penyewa dan jika
469,267005869-Rental-Tenant,apa-apa kerosakan telah berlaku penyewa bersetuju untuk segera mengosongkan premis
470,267005869-Rental-Tenant,dan pajakan itu
471,267005869-Rental-Tenant,hendaklah ditamatkan PLUMBING
472,267005869-Rental-Tenant,The toilets washbasins sink disposal and other plumbing fixtures shall not be used for any purpose other than those for which they were constructed No sweeping rubbish rags or other substances shall be thrown therein
473,267005869-Rental-Tenant,The cost to repair damages or clean drain lines resulting from the misuse of fixtures in the demised premises shall be borne by the resident The tenant shall keep the sink lavatory drains and commode lines in good operating condition
474,267005869-Rental-Tenant,Jika longkang atau saluran paip tersumbat disebabkan oleh pembuangan lampin tuala wanita tampon
475,267005869-Rental-Tenant,mainan kanak-kanak wads
476,267005869-Rental-Tenant,kertas tandas bola
477,267005869-Rental-Tenant,rambut gris minyak sisa meja pakaian kain pa sir tanah batu atau kertas dan Iain-lain
478,267005869-Rental-Tenant,Penyewa bertanggungjawap untuk membayar kos pembersihan REPAIRS Tenant agrees to notify property owner immediately any necessary repairs or unsafe condition of any kind within the rental property or common areas SIGNS
479,267005869-Rental-Tenant,No sign advertisement notice or other lettering shall be exhibited inscribed painted or affixed by tenant or tenant s family on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner Penyewa tidak
480,267005869-Rental-Tenant,dibenarkan mempamer tanda iklan atau notis pada mana-mana
481,267005869-Rental-Tenant,bahagian luar atau dalam bangunan
482,267005869-Rental-Tenant,tanpa kebenaran dari pemilik rumah Rumah ini khususnya untuk matlamat kediaman penyewa
483,267005869-Rental-Tenant,Penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah Please sign your name in the space provided below as an indication that you have reviewed and understand them Sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut Signature of Landlord/ Repr Signature of Tenant
484,267005869-Rental-Tenant,I have received a copy of the Tenancy Agreement
485,267005869-Rental-Tenant,NORAID
486,267005869-Rental-Tenant,A BINTIMOHD AZHARI IC
487,267005869-Rental-Tenant,NO 820416-01-5972 Signature of Tenant
488,269135973-Udaya-Rental-Agreement,eodcb ja asraoS Date of execution
489,269135973-Udaya-Rental-Agreement,ZjUj stensjoi abcj A d Total stamp duty paid Cj 3 J 2
490,269135973-Udaya-Rental-Agreement,3 Ct 5 D owSFliS
491,269135973-Udaya-Rental-Agreement,edeS
492,269135973-Udaya-Rental-Agreement,Joa 152 sfofisedx 2003 ajssoS 09-052003d d
493,269135973-Udaya-Rental-Agreement,5fad sSao/fifiKBOP STAMP
494,269135973-Udaya-Rental-Agreement,DUTY
495,269135973-Udaya-Rental-Agreement,KARNATAKA c
496,269135973-Udaya-Rental-Agreement,j5Coz3f 3oc rtjs s o c ost C7e c sd 2/ dsafss de dTOjSczSrt
497,269135973-Udaya-Rental-Agreement,eroaiaieef
498,269135973-Udaya-Rental-Agreement,x
499,269135973-Udaya-Rental-Agreement,This sheet can be used for any document rossssSrfrS d
500,269135973-Udaya-Rental-Agreement,WR E N T A L AGREEMENT
501,269135973-Udaya-Rental-Agreement,This Rental Agreement is made and Executed on at Bangalore by and Between - wef 1/4/2014
502,269135973-Udaya-Rental-Agreement,Mr Giddappa S/
503,269135973-Udaya-Rental-Agreement,o lute Nagappa D
504,269135973-Udaya-Rental-Agreement,No 134 2nd cross
505,269135973-Udaya-Rental-Agreement,Shunthi L/o
506,269135973-Udaya-Rental-Agreement,Rumamurthynagar Bangalore 560016 Hereinafter Called the OWNER of the One Part Ms Pottumurthi Udayalaxmi W/o Ramakr ishna Kajjam H
507,269135973-Udaya-Rental-Agreement,No 27-7 Main Bazar Miryalaguda
508,269135973-Udaya-Rental-Agreement,i Nalgonda Dist
509,269135973-Udaya-Rental-Agreement,A p 503207 Hereinafter called the TENANT of the Other Part witnesseth as follows terms and conditions 1
510,269135973-Udaya-Rental-Agreement,Whereas the Tenant has paid Advance amount of 40 000/- to the owner This amount shall not carry any interest and this is refundable at the time vacating If any arrears balance that charges will deducted from the advance amount at the time of vacating has agreed to pay the Rental Charges of thousand three hundred only t month regularly the Electrcity charges separately to o 4f
511,269135973-Udaya-Rental-Agreement,This Rental Agreement Duration for only 11 months from this date of Agreement
512,269135973-Udaya-Rental-Agreement,If both the parties mutual understanding it can be extended 5
513,269135973-Udaya-Rental-Agreement,The Tenancy can be terminated by either party by giving Two Month notice to the opposite party 6
514,269135973-Udaya-Rental-Agreement,Whereas the Tenant shall not make any addition alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions 7
515,269135973-Udaya-Rental-Agreement,Whereas the Tenant shall use the Schedule premises for Residential purpose only and should not use for any illegal or immoral purposes 8
516,269135973-Udaya-Rental-Agreement,Whereas the Tenant should pay painting charges at the time vacating the premises S C H E D u L E
517,269135973-Udaya-Rental-Agreement,The House premises situated at No 184 1st floor 2nd cross ohanchi h/
518,269135973-Udaya-Rental-Agreement,o Ruma murth yne gar Bangalore 560016 consists of 1 BHK with bathroom toilet
519,269135973-Udaya-Rental-Agreement,In witness whereof the party is hereto have signed this Rental Agreement on the day month and year first above written in front of the following witnesses WITNESSES
520,269137702-Rental-Agreement,2003 s r s66v trm tf of Hiiti
521,269137702-Rental-Agreement,i
522,269137702-Rental-Agreement,30005
523,269137702-Rental-Agreement,0ocn o s ot KARNATAKA 23
524,269137702-Rental-Agreement,21-
525,269137702-Rental-Agreement,Ajstoziti assrlfc
526,269137702-Rental-Agreement,sk 33 Registration and Stamps Department ssstfaS cS
527,269137702-Rental-Agreement,sScSe da jSf rt erjaaia This sheet can be used for any doc WR E K T
528,269137702-Rental-Agreement,A L A G
529,269137702-Rental-Agreement,I
530,269137702-Rental-Agreement,E E M E
531,269137702-Rental-Agreement,ft T
532,269137702-Rental-Agreement,This Rental Agreement is made and Executed on at Bangalore by and Between - wef 1/4/2015
533,269137702-Rental-Agreement,Mr GiddappA S/
534,269137702-Rental-Agreement,o late
535,269137702-Rental-Agreement,Na ippa D
536,269137702-Rental-Agreement,No 134 2nd cross
537,269137702-Rental-Agreement,Srvinthi L/o RamAmurthynagar Bangalore5600 16
538,269137702-Rental-Agreement,Hereinafter Called the OWNER of the One Part Ms Pottumurthi
539,269137702-Rental-Agreement,Udayaiaxmi W/o
540,269137702-Rental-Agreement,Ran Krishna icajjam H
541,269137702-Rental-Agreement,No 2 7-7 Main Bazar Miryalaguda it
542,269137702-Rental-Agreement,Nalgonda Dist
543,269137702-Rental-Agreement,A p 503207 Hereinafter called the TENANT of the Other Part witnesseth as follows terms and conditions 1
544,269137702-Rental-Agreement,Whereas the Tenant has paid Advance amount of 40 000/- to the owner This amount shall not carry any interest and this is refundable at the time vacating If any arrears balance that charges will deducted from the advance amount at the time of vacating has agreed to pay the Rental Charges of thousand three hundred only to regularly the Electrcity charges separately to Contd 2 -2- 4
545,269137702-Rental-Agreement,This R-mtal Agreement Duration for only 11 months from this date of Agreement if both the parties mutual understanding
546,269137702-Rental-Agreement,it can be extended 5
547,269137702-Rental-Agreement,The Tenancy can be terminated by either party by giving Two Konth notice to the opposite party 6 whereas the Tenant shall not rr aXe any additional alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions 7
548,269137702-Rental-Agreement,Whereas the Tenant shall use the Schedule premises fox Residential purpose only and should not use for any illegal or immoral purposes 8
549,269137702-Rental-Agreement,Whereas the Tenant should pay painting charges at the time vacating the premises
550,269137702-Rental-Agreement,MS C H
551,269137702-Rental-Agreement,E D
552,269137702-Rental-Agreement,U 1 S
553,269137702-Rental-Agreement,The House premises situated at No 184 1st floor 2nd cross
554,269137702-Rental-Agreement,Shanthi Vo RarrH murthyrvagar Bangalore 560016 consists of 1 BttC with bathroom U toilet
555,269137702-Rental-Agreement,In witness whereof the party is hereto have signed this Rental Agreement on the day month end year first above written in front of the following witnesses
556,269760124-97646-41223-Rental-Agreement,RENTAL AGREEMENT
557,269760124-97646-41223-Rental-Agreement,This agreement of rent is made and executed at Bangalore on this 1st day of April 2009 01-04-2009 by and between - Mr Parasu Ram Mishra D
558,269760124-97646-41223-Rental-Agreement,no 15/5/2 KAUSTHUBHA K PH B COLONY B T M - STAGE 2 WEST MUMBAI
559,269760124-97646-41223-Rental-Agreement,-70
560,269760124-97646-41223-Rental-Agreement,Hereinafter called the LESSOR/OWNER of the one part and in favor of Permanent Address D
561,269760124-97646-41223-Rental-Agreement,No 9-109 J P NAGAR
562,269760124-97646-41223-Rental-Agreement,3 rd Phase Bank Coloney BANGALORE -16
563,269760124-97646-41223-Rental-Agreement,Mr P Gangadhar Working at M G H Corporation Gold Hill Unit 169
564,269760124-97646-41223-Rental-Agreement,Hubli Road Bommanabandi MUMBAI
565,269760124-97646-41223-Rental-Agreement,-68
566,269760124-97646-41223-Rental-Agreement,Hereinafter called the LESSEE/TENANT of the other part witnesses as follows -
567,269760124-97646-41223-Rental-Agreement,Whereas the term lessor and lessee shall mean and include their respective heirs legal representatives administrators and assigns etc
568,269760124-97646-41223-Rental-Agreement,And whereas the lessor is the sole and absolute owner of the premises situated at D no 15/5/2 KAUSTHUBHA K P H B COLONY B
569,269760124-97646-41223-Rental-Agreement,T M - STAGE
570,269760124-97646-41223-Rental-Agreement,2 WEST MUMBAI
571,269760124-97646-41223-Rental-Agreement,-70 and where as the lessee has approached with the lessor to let-out the schedule premises on rental basis
572,269760124-97646-41223-Rental-Agreement,And the lessor agrees to let-out the same under the following terms and conditions - 1 whereas the lessor agrees to let-out the schedule premises for a monthly rent of 7000/- per month and the lessee shall agrees to pay the same on every month 2
573,269760124-97646-41223-Rental-Agreement,Whereas the lessee shall agrees to pay the monthly rent by on or before 5th of Every English calendar month 3
574,269760124-97646-41223-Rental-Agreement,Whereas the lessee shall use the schedule premises for residential purpose only and should not use for any illegal or immoral purposes 4
575,269760124-97646-41223-Rental-Agreement,The lease will be for period of 1 l months from the date of this Agreement
576,269760124-97646-41223-Rental-Agreement,but it can be extended by mutual consent The rent shall be enhanced Once in every 11 months 5 over the existing rent 5
577,269760124-97646-41223-Rental-Agreement,Whereas the lessee should not sub-let or underlet the schedule premises to any Other persons without written consent from the lessor 6
578,269760124-97646-41223-Rental-Agreement,Whereas the lessee shall keep the schedule premises in good and tenantable Conditions without any damages if any damages caused by the lessee the mutual Amount can be deducted from his security deposit 7 whereas the lessee has paid a sum of 60 000/- towards security deposit by cash
579,269760124-97646-41223-Rental-Agreement,Thus the lessor has received and acknowledges the receipt of the same This amount shall not carry any interest and the same will be refundable to the lessee at the time of vacating the schedule premises 8 And whereas the lessee here by agrees to pay the water and electricity charges to the concerned authorities without arrears during this tenancy period 9
580,269760124-97646-41223-Rental-Agreement,The lease shall vacate the premises on a one month notice from the lessor similarly the lessee can vacate the premises after giving one month notice to the lessor 10 And whereas the lessor or his subordinates or agents is at full liberty to inspect the rented premises at any reasonable hours 11
581,269760124-97646-41223-Rental-Agreement,Whereas the lessee shall agree to pay one month rent towards painting charges at the time of vacating the schedule premises
582,269760124-97646-41223-Rental-Agreement,SCHEDULE
583,269760124-97646-41223-Rental-Agreement,The accommodation consisting of -two bed rooms one hall one kitchen one pooja room one dining hall
584,269760124-97646-41223-Rental-Agreement,two bath and lavatory water and electricity R C C roofed building first floor with fittings and fixtures - 1 Fans-
585,269760124-97646-41223-Rental-Agreement,4Nos
586,269760124-97646-41223-Rental-Agreement,2 Tubelights- 4
587,269760124-97646-41223-Rental-Agreement,Nos IN WITNESS
